,NU_IDADE,NOTA_MEDIA,sexo,raca,natureza,pai,mae,renda
2457,17,544.46,1,branca,privada,4,4,I
2458,17,511.2,1,parda,publica,3,2,D
2459,18,533.06,1,branca,publica,4,2,I
2460,17,673.98,0,branca,publica,3,4,H
2461,18,572.96,0,branca,publica,3,4,G
2462,18,551.52,1,branca,publica,3,2,G
2463,18,515.58,1,branca,publica,2,4,E
2464,18,553.46,0,branca,publica,4,4,D
2465,35,536.1,0,branca,publica,3,2,C
2466,17,612.42,1,branca,privada,4,4,I
2467,18,559.16,1,branca,publica,2,4,E
2468,17,683.28,0,amarela,privada,5,5,N
2469,17,504.3,1,branca,publica,3,2,C
2470,18,495.96,1,branca,publica,3,2,F
2471,18,611.68,1,branca,privada,5,5,Q
2472,17,538.06,0,branca,privada,5,2,I
2473,17,536,1,parda,publica,3,4,D
2474,18,659.44,1,branca,privada,5,2,L
2475,17,587.98,0,branca,privada,4,4,M
2476,17,686.74,0,branca,publica,3,4,D
2477,17,558.44,0,branca,privada,4,5,I
2478,17,500.88,0,branca,publica,4,5,J
2479,18,668.22,0,branca,publica,4,4,G
2480,18,509.56,1,branca,privada,2,2,D
2481,18,566.98,1,branca,privada,2,3,D
2482,17,511.24,1,branca,privada,4,4,F
2483,17,642.28,1,branca,privada,5,4,I
2484,17,689.8,1,branca,privada,3,2,I
2485,17,591.72,0,branca,publica,2,3,G
2486,17,571.56,0,branca,publica,3,2,D
2487,17,618.96,1,branca,privada,4,4,I
2488,17,648,0,branca,publica,5,5,O
2489,17,615.42,0,preta,privada,4,4,I
2490,17,605.68,0,branca,privada,3,3,H
2491,18,487.54,1,branca,publica,3,3,D
2492,17,566.86,1,branca,publica,3,2,E
2493,49,492.34,0,branca,publica,1,1,F
2494,18,519.56,1,parda,publica,3,2,F
2495,18,535.62,0,branca,privada,5,5,J
2496,18,496.26,0,branca,publica,2,2,E
2497,18,476.2,1,branca,publica,2,2,F
2498,18,580.38,0,parda,privada,5,2,L
2499,17,540.34,0,branca,privada,4,4,P
2500,17,566.92,0,branca,privada,4,2,J
2501,17,602.58,1,branca,publica,3,2,C
2502,18,523.06,0,branca,publica,2,2,G
2503,18,528.9,1,branca,publica,4,4,M
2504,17,506.1,1,parda,publica,2,3,G
2505,18,525.1,0,branca,publica,3,2,C
2506,17,595.02,0,branca,privada,4,4,L
2507,17,530.62,1,branca,privada,5,4,E
2508,18,528.7,0,branca,publica,2,2,C
2509,17,596.12,1,branca,privada,4,4,H
2510,18,731.58,1,branca,privada,5,4,G
2511,17,450,0,branca,publica,3,2,G
2512,18,498.52,0,branca,publica,4,4,C
2513,18,705.1,1,branca,privada,5,5,Q
2514,18,566.22,0,branca,publica,5,2,H
2515,18,565.58,0,branca,publica,4,4,E
2516,17,625.02,0,branca,privada,4,4,K
2517,17,442.78,0,branca,publica,3,2,E
2518,18,268.94,0,branca,publica,3,2,D
2519,17,628.36,1,branca,publica,3,4,F
2520,18,533.92,0,branca,publica,3,4,H
2521,17,510.86,1,branca,publica,3,3,C
2522,17,504.18,0,parda,publica,3,4,G
2523,17,571.22,0,branca,publica,3,2,E
2524,17,724.08,1,branca,privada,5,4,L
2525,18,652.06,1,branca,publica,5,4,I
2526,18,544.56,0,parda,publica,4,4,E
2527,21,537.06,0,branca,publica,4,4,G
2528,19,528.62,1,branca,publica,4,2,C
2529,17,534.4,1,branca,privada,4,4,O
2530,17,554.5,0,branca,publica,2,2,C
2531,17,558.92,1,branca,publica,5,4,B
2532,17,572.62,1,branca,publica,4,3,D
2533,18,544.94,0,parda,publica,2,2,E
2534,17,511.72,0,branca,publica,3,4,D
2535,18,642.68,0,branca,privada,5,5,P
2536,17,576.96,0,branca,publica,4,3,C
2537,17,528.46,0,branca,publica,4,2,K
2538,17,528.56,0,branca,publica,3,2,K
2539,17,572.16,0,parda,publica,2,4,C
2540,17,707.14,0,parda,privada,4,4,G
2541,17,478.16,1,branca,publica,4,4,E
2542,18,384.94,0,branca,publica,4,4,I
2543,18,429.24,1,preta,publica,2,2,B
2544,18,512.78,0,branca,publica,2,2,D
2545,17,368.02,1,branca,publica,3,3,C
2546,18,554.88,1,parda,publica,3,2,J
2547,17,490.26,1,branca,publica,3,4,E
2548,18,459.72,0,indigena,publica,3,2,E
2549,17,467.8,0,branca,publica,2,2,C
2550,17,495.08,1,branca,publica,2,2,D
2551,18,485.98,1,preta,publica,3,2,E
2552,17,573.44,0,branca,publica,5,4,G
2553,18,565.06,0,parda,publica,3,2,F
2554,17,527.76,1,preta,publica,3,4,I
2555,18,488.14,0,branca,publica,4,2,H
2556,17,536.58,1,branca,publica,3,3,H
2557,18,538.82,0,branca,publica,4,2,H
2558,19,482.44,1,branca,privada,1,1,C
2559,18,446.1,1,branca,publica,3,2,C
2560,17,609.84,0,branca,publica,3,4,H
2561,17,475.52,1,preta,publica,3,2,D
2562,18,539.96,0,branca,publica,1,2,E
2563,17,563.04,1,branca,publica,4,2,H
2564,17,549.02,0,parda,publica,3,2,I
2565,19,438.2,1,preta,publica,4,4,G
2566,17,518.08,1,branca,publica,4,2,H
2567,18,611.44,0,parda,publica,4,2,E
2568,17,472.88,1,branca,publica,2,2,B
2569,17,640.32,0,parda,privada,3,2,G
2570,20,431.08,0,branca,publica,4,2,E
2571,18,562.42,0,branca,privada,2,4,E
2572,17,556.58,0,parda,publica,3,3,E
2573,17,625.44,0,preta,privada,5,5,Q
2574,18,454.3,0,parda,publica,2,2,E
2575,18,555.26,1,parda,publica,3,4,E
2576,17,595.68,0,amarela,publica,4,2,D
2577,18,539.28,0,branca,publica,1,3,E
2578,18,352.02,0,branca,publica,3,2,F
2579,17,574.36,0,branca,publica,5,2,D
2580,16,574.64,0,branca,privada,5,5,O
2581,17,589.88,1,branca,privada,2,2,G
2582,17,572.82,1,parda,privada,3,5,J
2583,19,505.16,1,branca,privada,4,4,G
2584,17,574.62,0,branca,publica,3,2,J
2585,17,657.22,1,branca,privada,2,4,C
2586,18,526.32,1,branca,publica,3,2,D
2587,17,573.22,1,branca,publica,2,2,G
2588,17,741.64,0,branca,privada,5,4,Q
2589,17,527.56,0,branca,publica,4,4,J
2590,17,667.7,0,preta,privada,5,5,Q
2591,17,549.3,1,parda,privada,4,4,I
2592,17,692.8,0,branca,privada,5,5,Q
2593,17,681.42,0,branca,privada,5,5,P
2594,17,676.82,0,branca,privada,5,5,O
2595,17,511.06,1,amarela,publica,4,4,M
2596,17,612.56,1,branca,privada,3,4,I
2597,18,545.38,0,branca,privada,4,4,B
2598,18,463.44,1,parda,publica,2,2,C
2599,17,602.46,1,branca,publica,3,2,G
2600,20,593.66,1,branca,privada,2,5,L
2601,18,557.02,0,branca,privada,3,2,C
2602,17,482.16,0,branca,publica,3,2,E
2603,18,473.7,1,preta,publica,2,2,A
2604,18,504.84,1,parda,publica,3,4,D
2605,17,548.98,1,parda,publica,4,4,D
2606,18,519.62,1,branca,publica,3,3,F
2607,16,554.24,1,branca,privada,5,5,P
2608,17,410.58,0,branca,publica,4,4,K
2609,18,542.18,0,branca,privada,4,3,F
2610,17,468.76,1,parda,publica,3,2,C
2611,17,506.96,1,parda,publica,2,2,F
2612,17,444.34,1,branca,publica,3,2,D
2613,18,482.74,1,branca,publica,3,2,H
2614,17,594.44,1,branca,publica,4,4,H
2615,17,542.16,0,branca,publica,3,4,D
2616,18,528.56,1,parda,publica,3,2,F
2617,17,561.22,0,branca,privada,5,5,L
2618,17,487,0,branca,publica,2,3,G
2619,17,589.16,1,parda,publica,1,1,G
2620,17,448.3,0,parda,publica,1,1,G
2621,17,568.34,1,branca,privada,4,2,H
2622,18,686.74,1,branca,privada,5,2,M
2623,17,514.54,1,parda,publica,2,2,C
2624,17,486.38,1,branca,publica,4,3,G
2625,17,690.04,1,branca,privada,2,2,E
2626,17,614.26,1,branca,privada,5,5,I
2627,17,523.94,1,branca,publica,4,2,D
2628,17,426.72,0,parda,publica,3,2,C
2629,17,576.64,1,branca,publica,4,4,K
2630,17,611.44,0,branca,privada,5,4,H
2631,17,582.22,1,branca,privada,5,4,N
2632,17,503.58,1,branca,publica,5,2,J
2633,18,669.28,1,branca,privada,5,4,K
2634,18,574.12,1,branca,publica,3,2,J
2635,18,476.94,0,preta,publica,2,2,E
2636,17,662.68,1,parda,privada,4,2,D
2637,17,579.44,1,parda,publica,3,2,C
2638,17,445.1,1,branca,publica,2,3,H
2639,18,554.56,1,branca,privada,5,5,P
2640,16,630.42,0,preta,publica,2,4,C
2641,18,333.88,0,branca,publica,2,2,B
2642,17,629.06,1,branca,privada,4,4,H
2643,17,585.56,1,branca,privada,4,5,H
2644,18,565.14,0,branca,publica,3,2,C
2645,18,483.5,0,branca,publica,3,3,D
2646,17,552,0,branca,privada,5,2,N
2647,17,652.28,1,branca,publica,4,4,G
2648,18,553.86,0,branca,publica,3,4,H
2649,17,437.6,1,parda,publica,3,4,D
2650,18,473.02,0,branca,publica,2,2,F
2651,17,643.52,0,branca,privada,5,4,N
2652,17,544.44,1,branca,privada,4,4,N
2653,17,537.76,1,parda,publica,3,2,B
2654,17,541.36,1,parda,publica,3,2,C
2655,18,507.56,1,branca,publica,4,4,D
2656,17,428.56,0,branca,publica,2,2,C
2657,17,574.32,1,amarela,privada,1,4,F
2658,17,502.3,1,parda,publica,3,3,B
2659,17,599.92,1,branca,privada,4,4,J
2660,18,546.16,1,branca,privada,4,2,E
2661,18,588.54,1,branca,privada,4,4,C
2662,17,424.84,0,branca,publica,3,2,D
2663,18,553.7,0,branca,publica,4,2,F
2664,17,611.28,1,branca,privada,2,2,G
2665,17,526.3,1,branca,publica,4,4,J
2666,18,672.86,0,parda,privada,4,2,H
2667,17,517.34,1,branca,publica,1,1,C
2668,18,566.22,0,parda,privada,3,2,F
2669,17,622.9,1,parda,publica,4,2,C
2670,18,522.86,0,branca,privada,5,5,K
2671,18,506.26,0,preta,publica,2,4,C
2672,17,503.18,1,branca,privada,5,2,G
2673,18,514.7,1,branca,publica,4,2,G
2674,17,495.86,1,branca,publica,4,2,M
2675,18,595.82,0,branca,privada,5,2,J
2676,17,485.84,1,branca,publica,2,2,C
2677,17,509.34,0,indigena,publica,2,2,D
2678,17,492.66,0,branca,publica,3,3,E
2679,17,420.48,0,preta,publica,2,2,E
2680,18,582.94,0,branca,privada,5,5,N
2681,17,495.56,1,branca,publica,3,2,F
2682,18,412.68,0,parda,publica,3,3,E
2683,17,618.08,1,branca,privada,4,2,I
2684,18,657.6,0,branca,publica,4,2,H
2685,18,503.96,0,parda,publica,3,2,D
2686,18,537.78,0,branca,publica,3,2,E
2687,17,643.82,1,branca,publica,3,4,E
2688,17,658.08,1,branca,privada,4,4,P
2689,19,584.9,1,branca,publica,4,3,I
2690,17,484.88,1,parda,publica,2,2,B
2691,17,471.38,1,branca,publica,3,4,G
2692,17,605.2,0,branca,privada,2,4,J
2693,17,556.58,1,parda,privada,4,4,G
2694,17,479.62,0,parda,publica,2,2,D
2695,17,526.36,0,branca,publica,4,4,H
2696,17,551.76,0,branca,publica,1,2,F
2697,17,379.36,0,branca,publica,3,2,H
2698,17,658.38,0,branca,privada,4,4,I
2699,17,459.7,1,branca,publica,3,2,A
2700,18,553.72,1,branca,privada,5,4,F
2701,17,576.2,1,branca,publica,4,4,H
2702,17,477.28,1,branca,publica,3,4,B
2703,17,590.1,0,parda,privada,4,4,F
2704,17,390.24,1,branca,publica,3,3,C
2705,18,435.12,1,branca,publica,2,3,C
2706,17,556.8,1,parda,publica,3,2,H
2707,17,684.98,1,branca,privada,2,2,J
2708,17,535.24,0,branca,publica,2,4,F
2709,17,529,1,branca,publica,3,3,B
2710,18,640.28,1,parda,privada,4,4,L
2711,18,547.88,1,parda,publica,2,2,F
2712,18,665.52,0,parda,publica,3,2,G
2713,17,347.42,0,parda,publica,3,4,F
2714,17,524.42,0,branca,privada,4,4,O
2715,18,674.64,0,amarela,privada,5,4,Q
2716,17,367.84,1,parda,publica,2,2,C
2717,17,560,1,branca,publica,3,3,G
2718,17,502.22,0,branca,publica,3,2,E
2719,17,597.7,0,parda,privada,4,4,L
2720,17,450.34,0,branca,publica,3,3,C
2721,17,554.14,1,branca,publica,3,2,G
2722,17,614.38,0,branca,publica,2,2,E
2723,17,437.36,1,branca,publica,3,2,G
2724,18,540.4,0,branca,publica,4,4,I
2725,18,392.12,0,parda,publica,3,2,B
2726,17,543.28,1,branca,publica,4,2,C
2727,18,479.62,1,branca,publica,3,2,F
2728,17,492.2,1,branca,publica,3,2,E
2729,17,573.14,1,branca,publica,2,2,D
2730,17,471.68,1,parda,publica,4,2,H
2731,17,545.12,1,branca,privada,5,4,I
2732,18,608.96,1,branca,privada,4,4,I
2733,18,594.12,0,branca,privada,5,4,P
2734,18,481.98,1,branca,publica,3,2,B
2735,17,466.28,0,branca,publica,3,2,F
2736,17,551.96,0,branca,publica,3,5,L
2737,17,604.02,1,branca,privada,4,2,I
2738,19,545.42,0,branca,publica,4,4,E
2739,17,586.1,0,branca,privada,4,4,I
2740,17,525.4,0,branca,publica,5,4,L
2741,17,480.14,0,parda,publica,4,4,G
2742,17,564.92,0,branca,publica,3,4,D
2743,17,709.64,0,branca,privada,4,4,O
2744,17,652.94,0,parda,privada,4,4,I
2745,18,617.5,1,branca,publica,4,2,J
2746,18,494.84,1,branca,publica,4,4,I
2747,17,529.56,1,branca,privada,5,2,H
2748,17,567.22,1,branca,publica,3,4,G
2749,17,682.38,1,branca,privada,3,4,F
2750,17,505.58,1,branca,publica,1,1,C
2751,17,553.8,0,branca,publica,3,3,E
2752,18,471.92,1,branca,publica,5,5,G
2753,17,592.94,0,branca,publica,4,4,J
2754,17,606.92,1,branca,publica,4,4,F
2755,17,561.58,0,branca,publica,4,4,D
2756,18,460.88,0,parda,publica,1,2,M
2757,18,499.78,1,branca,privada,4,4,G
2758,17,516.38,1,amarela,publica,2,4,G
2759,18,437.8,1,branca,publica,3,2,F
2760,17,578.74,1,branca,publica,5,4,L
2761,17,534,0,branca,privada,3,4,G
2762,18,525.32,1,parda,publica,2,2,G
2763,17,617.18,0,branca,privada,4,4,H
2764,18,567,0,parda,publica,4,4,D
2765,17,485.96,1,branca,publica,3,2,C
2766,17,504.36,0,branca,publica,3,4,F
2767,17,628.86,0,branca,privada,4,4,N
2768,17,583.22,1,branca,publica,2,2,C
2769,18,580.92,0,branca,privada,3,4,H
2770,18,502.02,1,preta,publica,2,2,D
2771,18,631.78,1,branca,privada,4,2,J
2772,18,621.72,1,branca,privada,4,4,I
2773,17,550.52,0,branca,privada,4,4,I
2774,17,577.44,0,branca,privada,3,2,I
2775,17,553.88,1,branca,publica,4,4,N
2776,18,527.6,0,branca,publica,3,2,D
2777,19,573.68,0,branca,privada,4,5,I
2778,17,598.76,1,parda,publica,3,3,C
2779,17,444.9,1,branca,publica,4,2,G
2780,17,530.34,0,branca,publica,2,2,K
2781,18,619.52,0,branca,publica,4,4,H
2782,17,494.56,1,branca,publica,3,3,E
2783,17,486.04,1,branca,publica,2,3,E
2784,17,545.04,0,branca,publica,4,2,G
2785,18,448.1,1,preta,publica,1,3,B
2786,17,551.76,1,branca,publica,4,4,I
2787,17,557.1,0,parda,publica,3,3,B
2788,17,679.64,0,amarela,privada,5,5,N
2789,17,611.1,0,branca,publica,3,4,G
2790,17,520.6,0,parda,publica,3,3,I
2791,18,574.6,1,branca,privada,1,4,D
2792,19,669.62,0,branca,publica,3,2,D
2793,17,546.42,0,branca,publica,4,1,G
2794,18,578.06,1,parda,privada,3,4,G
2795,18,656.3,0,parda,publica,4,2,H
2796,18,451.98,1,parda,publica,2,2,G
2797,17,501.92,0,parda,publica,2,2,F
2798,18,529.82,1,parda,publica,4,2,E
2799,17,490.46,1,branca,publica,4,4,I
2800,17,495.46,1,parda,publica,4,4,D
2801,18,493.96,1,branca,publica,3,2,C
2802,17,510.4,1,amarela,publica,2,2,E
2803,18,680.8,0,amarela,privada,4,4,M
2804,19,545.18,1,parda,publica,2,2,C
2805,21,439.1,1,branca,publica,3,2,C
2806,18,454.44,1,branca,publica,3,1,C
2807,19,553.86,0,branca,publica,4,3,D
2808,18,582.88,0,branca,privada,5,5,N
2809,17,547.46,1,branca,publica,4,4,J
2810,17,478.2,1,branca,publica,4,3,G
2811,17,520.54,1,branca,publica,4,4,H
2812,17,505,0,branca,publica,3,2,C
2813,17,515.08,0,branca,publica,3,2,C
2814,18,666.26,1,branca,privada,5,5,Q
2815,17,549.38,0,branca,privada,3,2,H
2816,17,443.82,0,branca,privada,4,2,K
2817,18,505.42,0,parda,publica,3,2,C
2818,18,540.76,0,branca,publica,4,2,E
2819,18,419.06,1,preta,publica,3,2,C
2820,17,639.16,0,branca,publica,2,2,G
2821,17,546.72,1,branca,publica,4,2,C
2822,18,463.88,1,preta,publica,3,2,D
2823,17,464.26,0,branca,publica,2,2,G
2824,17,466.68,1,branca,publica,3,3,D
2825,18,503.34,0,branca,publica,3,2,D
2826,17,515.76,1,branca,publica,4,2,D
2827,17,486.08,1,branca,publica,3,2,F
2828,17,569.08,1,branca,privada,4,4,M
2829,17,577.38,0,preta,publica,2,2,C
2830,17,635.74,0,branca,privada,4,4,H
2831,17,549.52,1,parda,publica,4,2,D
2832,18,628.34,1,branca,privada,3,4,G
2833,17,498.9,0,branca,publica,3,2,C
2834,17,505.04,0,branca,publica,3,3,G
2835,17,514.3,1,branca,publica,4,2,B
2836,17,396.34,0,branca,publica,5,2,G
2837,17,537.66,1,parda,publica,3,4,B
2838,18,523.38,0,branca,privada,3,3,J
2839,17,466.16,0,branca,publica,3,3,C
2840,18,454.78,1,branca,publica,3,2,C
2841,18,583.78,1,parda,publica,2,2,D
2842,17,492.22,1,parda,publica,3,4,E
2843,18,493.76,1,parda,publica,2,2,E
2844,17,627.74,0,branca,publica,1,1,D
2845,16,528.62,1,preta,publica,2,4,L
2846,17,501.12,1,parda,publica,3,3,C
2847,18,574.88,1,preta,publica,5,2,E
2848,18,524.3,1,branca,publica,4,4,H
2849,18,535.76,0,branca,privada,3,4,F
2850,17,531.88,0,branca,publica,2,2,G
2851,17,700.86,1,branca,privada,4,4,O
2852,17,559.72,0,parda,privada,4,3,I
2853,17,506.92,1,branca,publica,3,2,D
2854,17,635.24,1,branca,publica,2,2,D
2855,18,591.6,0,branca,publica,3,2,H
2856,18,520.04,0,branca,publica,4,4,E
2857,17,487.02,0,branca,publica,5,4,J
2858,17,490.9,0,branca,publica,3,3,F
2859,18,454.26,1,branca,privada,3,2,G
2860,17,490.66,0,branca,publica,4,2,O
2861,17,479.66,0,branca,publica,3,2,E
2862,18,586.28,1,branca,privada,5,2,J
2863,17,544.66,1,parda,publica,5,2,D
2864,19,481.46,0,branca,publica,4,4,J
2865,17,408.34,0,parda,publica,4,2,D
2866,17,498.94,0,branca,publica,2,3,D
2867,17,571.12,0,branca,publica,3,2,C
2868,18,476.72,0,branca,publica,3,2,D
2869,17,450.96,1,branca,publica,2,4,H
2870,17,523.86,1,branca,publica,3,4,C
2871,18,582.5,0,branca,publica,3,2,G
2872,18,411.26,0,branca,publica,2,2,B
2873,17,683.08,0,branca,privada,4,4,G
2874,17,513.24,1,branca,publica,2,3,G
2875,20,485.76,0,branca,publica,4,2,C
2876,17,474.58,1,branca,publica,2,2,D
2877,17,554.44,1,branca,privada,5,2,I
2878,17,569.42,1,parda,publica,2,2,D
2879,18,645.4,0,branca,privada,5,4,M
2880,17,462.04,1,branca,publica,3,2,E
2881,17,563.62,1,parda,publica,4,2,H
2882,17,520.98,1,branca,publica,3,3,D
2883,18,480.14,1,parda,publica,2,2,C
2884,17,456.96,0,preta,publica,3,2,G
2885,17,626.32,0,branca,publica,5,4,Q
2886,17,578.2,1,preta,publica,2,1,C
2887,17,701.98,0,branca,privada,5,5,N
2888,17,537.66,0,parda,privada,4,2,E
2889,18,622.14,0,branca,privada,4,3,I
2890,18,551.4,0,branca,publica,4,4,H
2891,17,595.76,1,indigena,privada,2,4,F
2892,17,580.92,0,branca,privada,5,4,M
2893,18,437.46,1,branca,publica,2,2,C
2894,18,569.44,1,branca,publica,4,4,M
2895,17,508.84,0,branca,publica,1,4,B
2896,17,626.18,0,branca,privada,5,5,N
2897,17,484.68,0,branca,publica,4,4,I
2898,17,518.48,0,branca,publica,2,2,K
2899,17,542.04,0,parda,publica,4,3,H
2900,19,366.08,0,preta,publica,3,2,D
2901,18,555.22,0,branca,publica,2,3,E
2902,17,558.24,1,branca,publica,5,1,K
2903,18,531.78,0,branca,publica,4,4,E
2904,17,664.56,1,branca,privada,5,4,K
2905,17,536.3,1,branca,privada,4,4,K
2906,18,432.62,0,preta,publica,3,4,D
2907,18,441.82,1,branca,publica,3,2,D
2908,18,497.96,1,branca,publica,2,2,J
2909,17,493.5,1,parda,publica,2,4,E
2910,17,576.22,1,branca,privada,3,4,I
2911,27,464.94,1,branca,publica,1,1,C
2912,17,465.88,0,branca,publica,2,2,B
2913,17,497.02,1,branca,publica,3,2,E
2914,17,436.02,1,parda,publica,3,2,A
2915,17,583.14,0,parda,publica,3,4,G
2916,17,555.98,0,branca,publica,2,2,A
2917,17,581.94,0,branca,privada,4,4,M
2918,18,522.2,1,branca,publica,4,2,C
2919,17,523.82,0,preta,publica,3,2,E
2920,17,471.82,1,branca,publica,1,2,D
2921,18,649.12,0,branca,privada,4,4,J
2922,17,516.38,0,parda,publica,4,4,E
2923,17,520.76,0,branca,publica,4,4,L
2924,17,462.24,0,branca,publica,4,4,I
2925,18,431.9,1,parda,publica,3,2,E
2926,17,666.36,1,branca,publica,4,2,I
2927,17,640.94,1,branca,privada,4,3,H
2928,17,657.66,1,branca,privada,4,5,E
2929,18,654.5,0,branca,privada,5,5,F
2930,17,545.86,1,parda,privada,3,2,A
2931,18,447.28,0,parda,publica,3,3,F
2932,17,507.96,0,branca,publica,3,2,D
2933,18,555.4,0,branca,privada,5,4,P
2934,17,511.92,0,branca,privada,3,2,J
2935,17,467.68,1,branca,publica,4,2,C
2936,19,407.4,0,branca,publica,3,2,C
2937,17,511.78,1,branca,publica,4,3,C
2938,18,426.2,1,branca,publica,3,3,E
2939,17,425.98,0,branca,publica,4,2,B
2940,17,641.76,0,branca,privada,4,4,D
2941,17,509.06,1,branca,publica,4,2,D
2942,18,481.26,0,branca,publica,4,4,C
2943,17,562,1,parda,publica,2,2,E
2944,17,498.68,1,branca,privada,5,4,O
2945,17,488.4,0,parda,publica,3,2,B
2946,18,630.88,0,preta,publica,3,3,H
2947,17,571.56,1,branca,publica,3,2,F
2948,17,532.52,1,parda,publica,2,4,F
2949,17,643.18,0,preta,publica,3,2,C
2950,18,455.74,0,branca,publica,2,2,B
2951,18,613.6,0,branca,privada,4,2,C
2952,17,533.1,1,branca,publica,2,2,C
2953,17,471.84,0,parda,publica,3,2,B
2954,17,501.02,1,branca,publica,1,3,C
2955,17,638.28,1,branca,privada,5,5,N
2956,18,374.28,1,parda,publica,3,3,B
2957,17,561.98,1,branca,privada,4,4,J
2958,17,525.18,1,branca,publica,3,2,J
2959,17,623.22,1,branca,privada,4,4,H
2960,17,456.64,1,branca,publica,3,3,C
2961,17,539.28,0,branca,publica,4,3,D
2962,17,654.6,1,branca,privada,2,2,H
2963,17,644.78,1,branca,publica,3,2,G
2964,18,558.84,1,branca,publica,2,2,B
2965,18,502.28,1,branca,publica,3,2,C
2966,18,465.68,0,branca,publica,3,4,B
2967,17,499.6,0,branca,privada,4,3,G
2968,17,582.28,1,branca,publica,2,2,E
2969,17,633.3,1,branca,privada,5,4,Q
2970,17,582.92,1,branca,privada,3,2,I
2971,18,657.04,0,branca,privada,5,4,Q
2972,17,625.12,1,preta,privada,5,5,Q
2973,18,547.74,1,parda,publica,3,2,C
2974,17,506.12,0,branca,publica,3,2,F
2975,17,575.42,1,branca,publica,2,4,I
2976,17,429.14,0,branca,publica,3,2,F
2977,17,474.8,1,branca,publica,3,3,C
2978,17,507.22,0,parda,publica,2,2,G
2979,18,666.44,0,branca,privada,4,5,O
2980,17,527.18,1,branca,publica,2,2,B
2981,17,484.22,0,branca,publica,2,2,B
2982,17,514.46,1,parda,publica,3,2,C
2983,17,470.8,1,branca,publica,3,2,F
2984,18,443.32,0,parda,publica,3,4,F
2985,17,497.92,0,branca,privada,4,4,E
2986,17,560.94,0,branca,privada,4,2,N
2987,17,582.62,1,parda,publica,4,4,H
2988,18,694.7,0,branca,privada,4,4,O
2989,17,703.8,1,branca,privada,3,3,H
2990,18,551.46,0,branca,privada,5,4,P
2991,17,475.96,1,branca,publica,3,4,D
2992,18,365.9,1,branca,publica,3,3,C
2993,17,435.48,1,parda,publica,3,2,C
2994,18,674.96,0,branca,privada,5,4,Q
2995,18,631.36,0,branca,privada,2,4,F
2996,19,399.3,1,parda,publica,4,3,E
2997,17,478.44,0,branca,publica,2,2,B
2998,19,441.7,0,branca,publica,3,3,D
2999,17,556.46,1,parda,publica,3,2,E
3000,18,475.74,0,parda,privada,5,4,M
3001,17,672.96,1,branca,privada,5,5,Q
3002,17,556.54,1,branca,publica,3,3,H
3003,16,479.54,0,branca,publica,4,4,N
3004,18,499.4,0,branca,publica,3,4,C
3005,16,634.9,0,branca,publica,5,4,A
3006,18,498.34,0,branca,privada,3,4,E
3007,17,616.24,0,branca,publica,4,2,H
3008,17,495.82,0,branca,publica,4,4,I
3009,17,463.36,1,branca,publica,4,2,I
3010,17,396.9,0,branca,publica,4,3,G
3011,18,628.94,1,branca,privada,5,5,Q
3012,17,526.32,1,branca,publica,4,4,D
3013,18,601.5,0,branca,privada,5,5,K
3014,18,438.62,1,preta,publica,3,2,D
3015,21,399.88,0,amarela,publica,1,3,H
3016,17,603.9,1,branca,privada,5,5,K
3017,17,386.88,1,branca,publica,2,2,C
3018,17,721.44,0,branca,privada,5,5,Q
3019,17,663.24,1,branca,publica,4,4,J
3020,18,542.42,1,branca,privada,4,3,J
3021,17,505.22,1,parda,publica,3,2,C
3022,17,639.12,0,amarela,privada,5,5,P
3023,18,514,1,branca,publica,3,2,C
3024,17,626.56,0,branca,privada,5,5,Q
3025,17,627.8,1,preta,privada,5,5,I
3026,18,503.34,1,branca,privada,4,4,H
3027,17,537.34,1,branca,privada,5,4,P
3028,17,555.7,1,branca,privada,4,4,H
3029,17,475.34,0,branca,publica,2,2,E
3030,17,383.78,1,parda,publica,3,3,D
3031,17,539.36,1,branca,publica,2,2,C
3032,17,416.24,1,branca,publica,2,2,H
3033,17,615.56,1,branca,privada,4,4,I
3034,17,598.44,0,parda,privada,5,4,I
3035,17,448.7,0,amarela,publica,2,3,O
3036,17,484.22,1,branca,publica,3,2,E
3037,18,529.06,1,branca,publica,3,2,F
3038,17,452.4,1,parda,privada,1,4,G
3039,18,466.82,1,branca,publica,2,3,C
3040,18,529.44,1,branca,privada,4,4,H
3041,18,471.88,1,branca,publica,3,2,C
3042,17,533.32,1,branca,privada,4,2,E
3043,17,590.08,1,parda,publica,3,2,D
3044,17,606.04,1,branca,publica,3,2,E
3045,17,445.5,0,branca,publica,2,4,D
3046,17,569.06,1,branca,privada,4,4,D
3047,17,584.74,0,branca,publica,4,4,E
3048,17,499.76,0,branca,publica,3,2,C
3049,17,533,1,branca,publica,4,2,F
3050,16,498.78,1,parda,publica,3,3,F
3051,18,470.88,1,amarela,privada,5,4,H
3052,22,470.54,1,parda,publica,1,1,A
3053,17,557.74,0,branca,publica,4,2,F
3054,18,463.52,0,parda,publica,4,2,C
3055,17,464.24,1,preta,publica,3,4,G
3056,18,562.26,0,branca,publica,1,4,J
3057,17,497.56,1,branca,publica,2,2,E
3058,17,557.12,1,branca,publica,2,3,C
3059,17,453.94,0,preta,publica,3,3,C
3060,17,416.58,0,branca,publica,3,3,G
3061,17,571.84,0,parda,publica,4,2,C
3062,18,627.1,0,branca,publica,4,5,L
